# These data are from NREL modeled from REV. Link to data here https://www.nrel.gov/gis/wind-supply-curves.html,,,,,,,,
Grid,latitude,longitude,area_sq_km,capacity_mw,generation_mwh,capacity_factor,wind_speed_120meters,distance_to_transmission_km
53332,31.69499969,-97.57900238,61.0092,183.0276,721527.6068,0.450020462,7.777479172,18.49472084
40130,36.32400131,-88.45400238,108.4752,325.4256,1068739.08,0.374900371,6.966520786,16.21895311
53913,31.40600014,-96.43299866,70.308,210.924,767502.5591,0.415383965,7.287872314,17.0730325
49258,33.15999985,-86.96399689,113.8536,341.5608,976628.3177,0.326405287,6.428324699,11.18300245
11335,44.77700043,-84.27200317,72.576,217.728,834076.8961,0.437308282,7.581794262,17.12666553
56450,29.90299988,-94.56300354,52.8444,158.5332,509499.5243,0.366876125,6.800750732,10.77767072
6142,46.97399902,-93.81800079,4.47525,13.42575,51202.40595,0.43535918,7.475084782,11.20283858
41152,35.14799881,-79.16699982,41.4396,124.3188,382666.5026,0.351382017,6.640247822,16.05905436
52859,31.34300041,-83.36599731,11.5911,34.7733,107532.071,0.353010803,6.680782318,12.10058029
21466,42.11000061,-94.8769989,117.4176,352.2528,1485407.349,0.481378853,8.129713058,13.01004246
49540,32.73300171,-83.2539978,76.788,230.364,647919.1921,0.321071774,6.299516201,11.00825261
10688,45.4280014,-96.06600189,66.2904,198.8712,837506.5413,0.480742157,8.113665581,18.83762605
11654,43.39400101,-73.30699921,39.8844,119.6532,321122.1427,0.306366891,6.12958622,4.786318185
21891,41.23600006,-81.09600067,82.4256,247.2768,854458.934,0.394460678,7.168804169,6.956093224
49415,33.34199905,-99.43499756,130.6368,391.9104,1617252.245,0.471071541,8.037278175,13.24341842
46741,34.37099838,-97.24299622,128.4984,385.4952,1593974.705,0.472017765,8.119672775,21.58516376
8441,45.93799973,-86.89700317,15.1632,45.4896,158706.8183,0.39827162,7.047219753,15.61239193
33242,36.40399933,-120.0770035,131.2848,393.8544,996802.6727,0.288914531,5.758183956,5.28596363
19838,42.59400177,-94.56999969,127.0728,381.2184,1680105.008,0.503104806,8.415888786,13.87404563
48111,33.83200073,-99.58999634,132.1272,396.3816,1592610.675,0.458661228,7.902529716,12.73898849
6966,46.61399841,-90.95500183,33.7932,101.3796,322730.5515,0.3634004,6.681185722,8.39836033
42964,35.25,-85.7539978,119.2968,357.8904,1126386.596,0.359280229,6.926588058,9.105684382
1612,48.36399841,-109.6190033,13.1058,39.3174,165908.3663,0.481703043,8.883336067,19.83610738
48779,32.91600037,-82.1780014,12.069,36.207,105229.0186,0.331771344,6.413437843,6.266343615
44171,34.92900085,-86.73699951,77.3064,231.9192,700506.1714,0.344803095,6.618928909,11.83499149
37525,37.15800095,-89.32499695,50.5116,151.5348,491909.858,0.370568961,6.841962814,14.53727732
17424,42.05500031,-114.8389969,126.684,380.052,1345523.61,0.404151499,8.14467907,10.50444428
36548,37.54399872,-91.5,127.3968,382.1904,1482964.337,0.442941964,7.760598183,8.645136485
37900,36.48400116,-82.00499725,83.6568,250.9704,710791.0113,0.323307157,6.629757881,14.0200488
8137,46.14400101,-88.93199921,22.599,67.797,280029.4985,0.471508145,8.022738457,12.64849173
19289,41.25,-74.99099731,25.0614,75.1842,291272.282,0.442250639,7.792947769,8.329014551
20563,41.62200165,-81.0039978,71.1504,213.4512,776149.5476,0.415090412,7.447505951,11.79566141
43242,35.38100052,-89.22799683,85.9896,257.9688,859601.4419,0.380387157,7.016692162,10.03153001
46526,34.20700073,-87.7559967,115.8624,347.5872,1016423.165,0.333815634,6.502307415,6.342794114
32209,38.49599838,-84.40499878,121.7592,365.2776,1129549.534,0.353002787,6.716832638,10.0329279
53192,31.69400024,-90.83999634,112.9464,338.8392,1053864.179,0.355047852,6.709655762,6.063479654
48970,33.49599838,-91.23300171,22.7286,68.1858,219409.0124,0.367330015,6.835869789,10.81381473
11277,45.22600174,-94.5059967,70.7616,212.2848,852517.4634,0.458437651,7.758897305,17.99717136
54729,30.84000015,-89.63999939,6.7068,20.1204,55005.55154,0.312079906,6.186007023,9.188909633
43081,34.71500015,-110.6920013,114.372,343.116,944677.5852,0.314295769,6.572016239,6.813055623
56535,29.79899979,-97.78700256,99.9216,299.7648,976481.4414,0.371859819,6.903663635,9.186344288
11032,45.08300018,-87.34100342,3.2238,9.6714,41057.27192,0.48461476,8.235398293,19.02776753
49197,33.48300171,-94.88300323,46.332,138.996,457568.0861,0.375793546,6.854543209,15.49285392
23746,40.77700043,-109.598999,2.64465,7.93395,28986.12752,0.41705817,8.290642738,11.05031406
6934,46.69599915,-96.06700134,39.4308,118.2924,486831.8677,0.469805449,7.971162319,18.4474904
48133,33.88100052,-96.70999908,63.0504,189.1512,728230.7741,0.439496905,7.628010273,20.13403431
23516,41.51699829,-94.15399933,110.4192,331.2576,1352652.266,0.466139823,7.926393509,18.30468743
52910,31.76000023,-101.9089966,115.668,347.004,1415018.736,0.465504199,8.214020729,13.04994036
50402,32.9090004,-100.5790024,129.0816,387.2448,1481330.16,0.436678857,7.750010967,11.86148631
53499,31.5170002,-100.6200027,130.1832,390.5496,1443292.442,0.421865523,7.539016724,11.2523084
30273,39.06600189,-84.16100311,84.3696,253.1088,790619.6951,0.356579423,6.732997894,5.904249574
449,47.96099854,-120.3700027,2.5677,7.7031,24814.24824,0.367732048,7.541359901,9.021957873
50518,32.54499817,-85.48999786,55.566,166.698,420917.6769,0.288245589,5.95191288,9.907618317
16895,43.47800064,-95.45800018,110.8728,332.6184,1427155.872,0.489802539,8.270513535,19.24263393
21195,41.79999924,-85.12799835,36.4824,109.4472,413135.5166,0.43090722,7.543596745,16.92940672
2317,46.10499954,-123.5220032,127.008,381.024,1231893.123,0.369076669,7.271960258,9.082185041
22747,41.28300095,-107.2009964,82.4256,247.2768,1013010.827,0.467656106,8.756457329,13.15307491
42661,35.30400085,-85.20800018,112.6224,337.8672,918005.4257,0.310166657,6.27986908,13.47479882
7474,46.44400024,-100.2080002,115.2144,345.6432,1459660.627,0.482080728,8.255454063,18.94935055
56577,29.73399925,-91.71700287,5.5485,16.6455,50598.15508,0.3470034,6.688800335,5.841516797
54027,30.55400085,-81.72899628,10.4733,31.4199,83129.615,0.302027762,6.175005436,11.87353682
11931,43.62900162,-75.55599976,24.6564,73.9692,303746.0306,0.468765438,8.14408493,14.33327537
6350,46.7820015,-101.836998,92.988,278.964,1185480.175,0.485112011,8.33406353,13.22366909
23857,41.40800095,-93.4240036,104.004,312.012,1233093.617,0.451149672,7.708301544,17.74076177
56901,29.38999939,-98.27100372,87.9984,263.9952,798462.3047,0.345266372,6.640904903,14.25687285
14903,44.04700089,-98.20500183,87.804,263.412,1027099.326,0.445115566,7.687972069,11.65409897
31417,38.88399887,-105.0899963,0.65205,1.95615,6434.222845,0.375482619,7.7489748,9.363774701
4112,46.73799896,-113.939003,116.64,349.92,932157.3249,0.304099947,6.48808527,6.417409338
56228,29.27000046,-81.96900177,42.1524,126.4572,314654.1844,0.284044147,5.928655624,11.17536271
49662,33.23199844,-99.81999969,130.7664,392.2992,1658801.609,0.482695132,8.238661766,13.797045
24019,39.30400085,-119.7020035,129.276,387.828,950210.514,0.279689759,6.284382343,11.55540685
12758,44.67100143,-91.27300262,105.0408,315.1224,1196501.384,0.433440834,7.499902248,17.05513669
22275,40.39300156,-75.27600098,58.9356,176.8068,630953.3196,0.407374799,7.260271549,7.371010066
56969,29.28499985,-98.51399994,51.192,153.576,426813.035,0.317256272,6.341555119,13.10941746
11617,44.79199982,-85.82700348,74.7144,224.1432,870385.1488,0.443283737,7.699739933,17.44492307
35918,37.63999939,-89.13800049,60.8796,182.6388,631611.2818,0.394777805,7.186954498,15.53709402
2466,48.52399826,-99.04299927,33.5016,100.5048,408988.2449,0.464536577,7.912465572,12.43160001
27799,39.5320015,-110.1999969,33.6636,100.9908,308327.8176,0.348519266,7.274980545,14.40327135
41073,36.10100174,-89.83399963,105.1056,315.3168,1117493.903,0.404570252,7.246848106,7.554682214
55280,30.63100052,-91.66600037,16.8318,50.4954,146914.7802,0.332131118,6.357707977,9.806111624
57787,26.81900024,-80.34999847,18.468,55.404,128766.5395,0.265312552,5.830327511,4.59409567
6131,46.98899841,-95.58599854,9.5823,28.7469,114324.5908,0.453988165,7.80466938,17.87971649
53985,31.09499931,-87.34200287,22.923,68.769,189854.4092,0.315154761,6.251064777,10.86303593
24924,40.91600037,-88.05599976,131.544,394.632,1477444.482,0.427380562,7.419622421,10.98621267
40321,36.09500122,-105.5350037,6.35445,19.06335,70871.26684,0.424391687,8.493780136,17.556613
30247,39.33399963,-87.8219986,126.6192,379.8576,1401715.806,0.421245277,7.435127258,10.74511168
8226,44.14599991,-120.8550034,128.7576,386.2728,904596.7425,0.267335594,5.696918964,11.06200918
16681,41.85499954,-73.72399902,38.2968,114.8904,348547.6014,0.346317351,6.540794849,6.065035422
15338,42.90800095,-78.40200043,23.3118,69.9354,268289.9694,0.437928557,7.800452709,13.42487059
4595,46.66999817,-112.7789993,130.5072,391.5216,1426750.007,0.415994942,8.064731598,17.21617576
42454,34.64799881,-112.8259964,29.1924,87.5772,235926.5987,0.307525933,6.546041012,6.583022239
29580,39.64500046,-90.06999969,128.628,385.884,1484157.455,0.439055175,7.640419483,11.45393561
52951,31.90099907,-96.69100189,109.6416,328.9248,1267789.881,0.439993799,7.580832481,18.21261478
21732,41.72100067,-105.2060013,120.852,362.556,1691335.083,0.532537818,10.60003185,15.89946945
56462,29.84700012,-92.08300018,34.4412,103.3236,311469.9404,0.344122052,6.626935005,10.17543325
9381,43.77000046,-120.6969986,131.2848,393.8544,1091173.339,0.316267043,6.65135622,13.09253457
57977,26.36899948,-80.7990036,0.3402,1.0206,2270.87563,0.253999978,5.608047485,4.162633995
4682,47.54999924,-98.82800293,23.1984,69.5952,278751.0055,0.457228243,7.811923981,18.0271477
44741,34.96900177,-91,82.0368,246.1104,843267.8797,0.391139328,7.060965061,7.177499478
26465,39.81200027,-111.2740021,25.4178,76.2534,245799.5601,0.36797455,7.558870792,15.23463974
24514,41.22499847,-97.81500244,72.576,217.728,888074.9849,0.465619594,8.028082848,21.42117287
40493,35.72100067,-82.29599762,40.5324,121.5972,428702.9374,0.402465612,8.446923256,11.69575297
52095,32.25999832,-99.12799835,114.5016,343.5048,1578246.441,0.524490833,8.940347672,15.58126968
26034,39.40499878,-76.03099823,10.9593,32.8779,110071.277,0.382178128,6.9486866,10.9203404
7422,45.99900055,-108.4280014,110.484,331.452,930548.719,0.320489913,6.537066936,7.135364293
4715,47.55500031,-93.47100067,4.62105,13.86315,51847.74796,0.426937073,7.390320301,10.99679581
14594,44.15599823,-94.83899689,65.3508,196.0524,808014.8767,0.470482081,7.946772575,18.56794447
7005,46.2879982,-84.76599884,12.0285,36.0855,136504.6496,0.431827813,7.471446037,17.04337738
57428,28.61000061,-96.29599762,0.387534375,1.162603125,4164.412178,0.408900946,7.304699421,16.9484118
24923,40.92399979,-88.2009964,131.1552,393.4656,1498781.63,0.434837997,7.508963585,11.31452463
21716,41.54999924,-107.5449982,103.356,310.068,1356173.441,0.499291509,9.05060482,14.55520376
18593,42.51599884,-84.25099945,26.0982,78.2946,299702.6915,0.436973125,7.560694218,11.40575177
11743,44.00099945,-113.5839996,6.7716,20.3148,49355.01715,0.277341366,6.27214098,5.357350677
46044,33.41199875,-113.0619965,126.5544,379.6632,708053.6549,0.212894067,5.21781683,8.829124272
3290,48.0929985,-100.6600037,43.6428,130.9284,514105.6767,0.448243946,7.736747265,17.70570544
11083,43.34400177,-71.76699829,47.6928,143.0784,463542.7385,0.369838059,7.007139683,4.08681169
52944,31.89299965,-97.58300018,74.3904,223.1712,914378.6284,0.467717707,7.984257698,19.39993642
39216,36.06600189,-81.81700134,76.2048,228.6144,790278.243,0.394613862,8.319480896,18.18852512
49460,33.36600113,-93.58399963,86.5728,259.7184,816124.5984,0.358715087,6.72355032,10.62911955
6844,46.02700043,-110.3499985,5.3217,15.9651,64366.42869,0.460239261,8.967474937,12.94872462
41966,35.95199966,-96.19200134,128.0448,384.1344,1555837.567,0.462356478,7.941311359,21.31589786
46073,33.89699936,-109.0660019,98.3016,294.9048,909066.0621,0.351892084,7.449185848,8.457998309
54195,30.77700043,-84.72799683,13.365,40.095,103465.0857,0.29457745,6.021515369,5.069451248
15228,43.92300034,-99.57499695,108.9936,326.9808,1351320.341,0.471771777,8.142870903,18.65147932
10155,45.44100189,-88.54499817,18.4356,55.3068,217296.9229,0.448508769,7.726938248,17.73404569
57760,27.88299942,-98.34899902,72.3168,216.9504,865399.9162,0.455357283,7.70235157,18.90604057
37211,37.22000122,-88.62999725,118.4544,355.3632,1165296.745,0.374334604,6.934360027,14.80337799
34082,37.88899994,-84.23100281,123.5736,370.7208,1050815.926,0.323575467,6.36374712,5.030423148
13022,44.64799881,-96.06500244,56.7324,170.1972,684425.0518,0.459059924,7.824707508,18.15786874
24308,40.13800049,-77.70600128,128.1744,384.5232,1301553.163,0.386398345,7.177072525,6.831377165
30909,38.94200134,-85.03600311,119.7504,359.2512,1118181.039,0.35531193,6.754353523,8.204588338
27231,40.45600128,-96.20500183,79.4448,238.3344,1020175.793,0.488634557,8.304377556,22.558914
56422,29.8920002,-98.16200256,112.2984,336.8952,1212817.126,0.410957009,7.387815475,17.07718452
51277,31.86300087,-81.73300171,0.192375,0.577125,1648.02128,0.325978398,6.358371258,11.29011617
52911,31.76600075,-101.7819977,107.892,323.676,1348033.825,0.475429565,8.353403091,19.76341444
3107,48.23899841,-93.44000244,0.0729,0.2187,799.1065054,0.417111129,7.310666561,10.66275745
2925,45.7120018,-123.9889984,15.4467,46.3401,156818.0312,0.386309087,7.345206261,9.917666627
37206,37.25600052,-89.31500244,108.6696,326.0088,1096727.498,0.384030133,7.028457165,9.355322579
51199,32.62099838,-91.67700195,47.0772,141.2316,452554.664,0.365792722,6.794745922,6.475418858
56179,30.11000061,-95.30599976,10.4895,31.4685,88511.7771,0.321085662,6.291609287,9.536732235
50523,32.48899841,-84.85099792,54.594,163.782,390774.1773,0.272367686,5.7422719,9.439039851
37897,36.52700043,-82.40799713,111.6504,334.9512,601131.2256,0.204872489,5.01074934,8.969868139
37285,36.27299881,-78.61299896,100.0512,300.1536,948748.3406,0.360830605,6.741579533,16.67900492
14362,42.88800049,-75.95999908,67.2624,201.7872,791214.107,0.447606415,7.949967861,9.242318722
40471,35.99900055,-85.23500061,130.5072,391.5216,1237073.214,0.36069122,6.996480465,9.328010078
43991,34.42200089,-110.6309967,129.6648,388.9944,1258547.157,0.369336337,7.415661335,9.2228744
25552,40.94300079,-96.4980011,91.4328,274.2984,1082540.601,0.45052284,7.732618332,20.82927987
11622,44.73799896,-85.05799866,52.9416,158.8248,607372.4696,0.43654868,7.585930347,17.30022031
14585,44.1609993,-96.21800232,113.1408,339.4224,1507389.651,0.506968439,8.573612213,20.09315572
53147,31.8029995,-96.56300354,117.8064,353.4192,1364312.024,0.440676063,7.612411022,18.33993525
47003,34.17699814,-101.0559998,131.0904,393.2712,1670366.54,0.484859079,8.685111046,15.59427433
2447,48.43299866,-102.1740036,45.684,137.052,587399.0747,0.489264578,8.292254448,19.39286017
21747,41.84600067,-103.0029984,123.444,370.332,1492713.321,0.460130543,8.319036484,14.45691703
16227,43.66699982,-97.43199921,68.4936,205.4808,856964.8573,0.476088464,8.101922989,13.02662958
19505,42.69599915,-95.01599884,100.44,301.32,1248683.992,0.473064631,7.966795444,18.76098668
22848,41.67399979,-92.23500061,125.2584,375.7752,1527646.031,0.464077502,7.872478008,12.55664791
47294,34.11999893,-99.86699677,126.2952,378.8856,1497907.289,0.451307684,7.905105591,12.66079403
20734,41.9090004,-106.7190018,124.2864,372.8592,1554915.735,0.476055831,8.766825676,13.69513717
51983,31.75,-83.42500305,12.474,37.422,115294.374,0.351703763,6.678310394,12.21453227
40270,35.4129982,-112.3330002,132.192,396.576,1183359.365,0.340632528,7.008208752,14.19776523
38308,35.54700089,-115.6419983,23.2308,69.6924,208578.0738,0.341648191,6.860020638,3.598701748
40696,36.3390007,-97.27799988,127.9152,383.7456,1642759.416,0.488682121,8.381649971,22.63559889
41783,34.97100067,-79.34500122,16.5402,49.6206,149895.4571,0.344843745,6.564195633,15.97309984
45840,34.54299927,-101.7440033,121.6296,364.8888,1536735.17,0.480766714,8.442811966,15.44490604
28161,39.82699966,-105.6539993,1.76175,5.28525,16292.24255,0.351893485,8.272084236,14.67271017
46047,33.46500015,-112.6780014,123.3792,370.1376,664142.8782,0.204830304,5.132392883,2.396898347
54354,30.99600029,-88.8690033,6.91335,20.74005,57783.27313,0.318044752,6.258338451,5.084472126
20302,39.98799896,-122.0360031,89.0352,267.1056,696746.3861,0.297774583,5.860952377,5.518825051
39944,35.35200119,-113.5410004,126.4248,379.2744,1226581.642,0.36918056,7.451361179,9.251201099
53398,31.51399994,-89.2009964,71.604,214.812,582246.9835,0.309417307,6.172383308,9.217558682
18569,42.83800125,-89.31199646,96.8112,290.4336,1174787.071,0.461751372,7.867030621,18.34115074
18270,42.61299896,-84.23300171,49.5396,148.6188,570759.8968,0.438405097,7.570002079,17.41848086
48519,32.92499924,-81.39199829,3.47895,10.43685,30786.80535,0.336737186,6.446498871,15.61061297
40455,36.1590004,-87.38600159,129.2112,387.6336,1257359.126,0.370283037,6.997433662,9.796336912
55500,30.12899971,-85.32499695,2.581875,7.745625,19530.33977,0.287838727,6.042915821,4.889830014
39618,35.31900024,-114.4860001,43.9668,131.9004,419144.6355,0.362755239,7.008593082,8.994741852
46052,33.58300018,-111.7789993,77.1768,231.5304,453051.5957,0.223375499,5.443378925,9.322891061
16632,43.09600067,-84.13899994,77.76,233.28,889645.4288,0.435346782,7.498575687,17.30470617
48668,33.68500137,-96.57800293,90.6552,271.9656,1110485.895,0.466117024,7.976547241,19.45527145
48254,32.97700119,-80.98899841,5.5809,16.7427,49233.88868,0.335687011,6.416706085,8.743767965
40126,36.35400009,-88.99500275,44.2584,132.7752,438489.6732,0.376997352,6.917071819,16.56655759
9956,43.60599899,-120.4720001,132.1272,396.3816,1239898.315,0.357082427,7.198295593,8.762970513
23443,41.25400162,-104.8440018,122.2128,366.6384,1541801.533,0.480049938,9.110973358,20.04376956
50346,32.43099976,-107.7659988,126.8136,380.4408,1187339.547,0.356273681,7.134736538,14.87609898
9858,45.60699844,-90.09799957,3.7989,11.3967,44172.98725,0.442459524,7.661510944,17.59558742
23902,41.13700104,-86.85600281,117.2232,351.6696,1273878.88,0.413513035,7.33694315,16.4449822
11378,43.09999847,-70.93099976,8.2053,24.6159,83252.84892,0.386081755,6.880927563,7.165341756
34059,38.13000107,-87.41100311,88.9056,266.7168,905626.5322,0.38760972,7.03605175,15.4157886
40821,35.41199875,-80.46099854,114.5664,343.6992,927025.9945,0.307899714,6.155389309,14.28890223
37493,37.30699921,-93.71900177,93.636,280.908,1096992.597,0.445795298,7.747452736,13.86232451
34412,37.24700165,-79.19799805,125.5824,376.7472,1052050.445,0.318773657,6.313717365,4.945984458
11053,44.01699829,-76.20500183,25.9038,77.7114,278485.5423,0.409085244,7.391844273,8.106979128
26996,39.89099884,-82.42099762,110.5488,331.6464,1128046.111,0.38828218,7.109620094,6.950563245
16,48.86000061,-122.322998,62.2728,186.8184,394780.3188,0.241230235,5.46018362,10.07879751
11273,45.23099899,-95.12999725,54.9828,164.9484,668385.8593,0.462567419,7.852413654,18.40615275
34643,38.00899887,-88.68199921,127.8504,383.5512,1351705.214,0.402304173,7.253265858,10.15788481
30644,38.16400146,-77.12000275,32.5782,97.7346,305952.8851,0.357356846,6.651875973,10.30065772
1224,47.71500015,-117.2460022,86.832,260.496,544350.8802,0.238546893,5.392792702,9.970308265
10141,45.5320015,-90.73300171,9.1692,27.5076,100424.6695,0.416757673,7.324026585,16.59408492
15371,42.23400116,-73.58499908,66.0312,198.0936,685331.7351,0.394935608,7.118887901,12.2314242
38790,36.93099976,-95.09999847,122.148,366.444,1489220.86,0.463924587,8.006249428,21.55306339
40759,36.14400101,-88.7460022,28.4958,85.4874,279946.1528,0.373824954,6.907092571,16.45316639
7492,46.49499893,-97.34200287,37.1952,111.5856,438189.567,0.448280424,7.633909702,17.85312275
39547,35.86299896,-80.90499878,116.5104,349.5312,776962.8083,0.25375241,5.561567783,11.79021527
48389,33.76399994,-98.27799988,123.444,370.332,1516174.65,0.467362523,7.994575024,19.54723076
33433,38.52199936,-91.43299866,120.3984,361.1952,1292746.768,0.408570856,7.315006733,10.42555921
57970,26.47900009,-81.62000275,11.0241,33.0723,73453.9422,0.253540069,5.622795582,4.249913413
48768,33.06600189,-83.58699799,77.3712,232.1136,642063.4962,0.315771759,6.236910343,5.888320936
42847,35.54299927,-101.4229965,131.1552,393.4656,1747348.753,0.506954193,8.818255424,16.73907806
34181,37.10800171,-113.8610001,95.58,286.74,920457.1911,0.366447031,7.628035545,9.186938345
23617,40.56200027,-79.4960022,122.9256,368.7768,1143113.123,0.353851885,6.673979282,5.973295032
55770,30.40099907,-94.42900085,11.1051,33.3153,99716.87701,0.341681004,6.426734447,10.21230614
11300,45.14799881,-90.92299652,55.6956,167.0868,600852.7286,0.410508156,7.220017433,16.35944244
36976,36.20299911,-77.38999939,10.4733,31.4199,104282.8852,0.37888214,6.89133358,10.79182628
14380,42.49599838,-73.33599854,71.6688,215.0064,780666.6022,0.414486229,7.513537884,7.710248359
33328,38.22000122,-106.1210022,14.9121,44.7363,92347.52788,0.235646561,5.623179913,3.718863206
52934,31.87000084,-98.85700226,114.5016,343.5048,1466284.068,0.487282932,8.29073143,20.40132329
57693,27.16300011,-81.375,32.1408,96.4224,234669.7891,0.277827442,5.885798931,5.226581497
17155,43.04899979,-105.8590012,131.6736,395.0208,1747766.286,0.505078971,9.527693748,21.15247887
53233,31.36199951,-85.65799713,73.4184,220.2552,588082.4182,0.304795057,6.138744354,10.63750957
50532,32.37900162,-83.70500183,54.7884,164.3652,466085.0031,0.323706299,6.339709282,11.29885484
56668,29.70499992,-94.69100189,19.3914,58.1742,187911.8514,0.368739486,6.889906883,11.03269973
36342,35.22800064,-120.9039993,27.6858,83.0574,198977.7231,0.273477763,5.805672169,5.091592525
35335,37.10699844,-80.48600006,116.8992,350.6976,953713.3762,0.310442358,6.323086262,8.969100751
18950,41.59199905,-76.67900085,75.816,227.448,909284.5758,0.45636633,8.036800385,8.947756865
8996,45.90499878,-90.22599792,0.82468125,2.47404375,9268.629423,0.427665323,7.488233089,17.06294949
47472,33.01200104,-112.3099976,113.3352,340.0056,726106.067,0.243786633,5.537358284,10.21401889
56563,29.79599953,-94.06900024,4.7061,14.1183,44207.26433,0.357443273,6.753623962,6.310330051
44201,34.57899857,-82.78600311,100.3104,300.9312,633992.6206,0.240498781,5.33265686,4.373022536
43609,34.58399963,-81.04699707,102.1896,306.5688,789827.8327,0.294103622,5.998048306,13.69635219
10475,44.12599945,-75.54199982,7.3386,22.0158,73775.79435,0.382538646,7.002700329,11.87748275
21134,42.21099854,-95.46900177,124.0272,372.0816,1629831.643,0.500035048,8.472919464,19.96320518
9734,45.11999893,-109.4990005,0.236292188,0.708876563,2527.607591,0.407037973,8.921616554,17.06330104
46678,34.01800156,-105.5189972,132.4512,397.3536,1687518.637,0.484805256,9.154877663,14.17967522
35043,36.66199875,-76.42900085,2.16675,6.50025,22654.02303,0.397842497,7.159134388,11.50272293
10099,45.61700058,-97.3219986,67.3272,201.9816,880455.7075,0.497612864,8.46733284,19.86845651
14766,42.26300049,-118.8600006,70.2432,210.7296,684407.7282,0.370753497,7.418084621,15.54358453
43541,35.3219986,-90.03700256,41.5044,124.5132,409802.1812,0.375711739,6.911593437,16.58164862
33418,38.57699966,-93.53500366,103.356,310.068,1233895.94,0.454273582,7.898482323,21.16585936
3847,46.21099854,-118.6429977,121.2408,363.7224,814689.4889,0.255692482,5.482120037,10.72219309
37151,37.42100143,-96.88500214,107.6976,323.0928,1439589.036,0.508636057,8.592069626,16.87384104
13449,42.06499863,-122.3089981,97.524,292.572,681233.0175,0.265802354,5.813082218,11.1470509
42268,35.84999847,-97,129.9888,389.9664,1664952.567,0.487383217,8.321237564,15.88584227
14977,43.7159996,-85.85500336,30.6018,91.8054,329723.0469,0.4099935,7.279550552,10.52555727
32,48.61800003,-122.5500031,2.363175,7.089525,18373.09174,0.295842797,6.341466427,12.41028301
40519,35.30599976,-78.85700226,45.9108,137.7324,414297.3997,0.34337762,6.514191628,9.180360391
22269,40.51699829,-76.12200165,119.556,358.668,1176884.437,0.374573529,7.037549973,6.601424282
467,48.38199997,-117.5019989,114.4368,343.3104,789106.7533,0.262388438,5.842278957,11.00989176
52135,32.2840004,-94.0039978,74.196,222.588,711849.6774,0.36507529,6.800068378,10.94199085
23590,40.96500015,-83.36599731,111.5208,334.5624,1243732.026,0.424370885,7.445618153,8.043334166
534,48.0359993,-119.2200012,105.1056,315.3168,696162.903,0.252034307,5.560025692,4.431643505
10136,45.55699921,-91.51599884,57.5748,172.7244,656329.1578,0.433774382,7.620697975,17.33577607
46200,34.52199936,-92.35399628,46.656,139.968,427370.4357,0.348555237,6.611522198,6.058859387
42342,35.54499817,-87.05899811,115.1496,345.4488,1058362.83,0.349741191,6.721085548,15.45120358
54908,30.80599976,-91.02700043,19.683,59.049,165769.2144,0.320469886,6.285165787,9.610153641
30327,38.20100021,-76.68199921,0.33868125,1.01604375,3355.278842,0.376974612,6.949536324,10.91498905
54957,30.3920002,-84.91100311,11.6154,34.8462,91519.30519,0.29981488,6.12020731,11.98894503
9842,45.68299866,-92.60800171,39.366,118.098,414747.8397,0.400901318,7.143458366,10.18026092
13395,43.97299957,-82.88800049,84.3696,253.1088,1054642.871,0.475657195,8.090838432,19.0226116
14931,44.04899979,-93.92299652,93.5064,280.5192,1151509.567,0.468598455,7.946886063,18.74480799
17697,40.7120018,-122.4899979,83.9808,251.9424,645856.5881,0.292638004,6.103937149,5.463373395
44791,34.5379982,-84.39399719,125.8416,377.5248,1278525.968,0.386598319,7.413444996,13.53338347
48258,32.9129982,-80.47799683,1.7870625,5.3611875,15965.49921,0.339951843,6.493460178,9.041006125
43083,34.74499893,-110.4300003,131.868,395.604,1080162.526,0.311691046,6.527936459,6.949851231
5896,47.07099915,-93.81400299,9.0315,27.0945,104788.6896,0.441498429,7.549547195,17.66408561
50047,32.42599869,-82.27100372,9.4203,28.2609,79899.41428,0.322740525,6.326332569,11.29918266
7517,46.47900009,-93.35800171,0.168960938,0.506882813,1943.728844,0.437747836,7.525084019,11.66565109
2096,48.73899841,-94.2460022,1.4245875,4.2737625,15208.50698,0.406230092,7.138528347,10.40548055
40756,36.16500092,-89.15000153,48.3408,145.0224,490009.5643,0.385713965,7.02870369,10.59599775
54516,31.05800056,-92.52400208,22.8258,68.4774,207926.9954,0.346624702,6.527383804,6.020998193
18875,42.83499908,-91.86399841,109.5768,328.7304,1316975.346,0.457334191,7.814912796,12.46167622
50292,32.38399887,-82.79699707,13.851,41.553,112881.7588,0.310111076,6.169029713,5.745666189
50,48.57799911,-122.1869965,30.6666,91.9998,157240.8305,0.195107669,4.763567448,2.059434415
44760,34.84600067,-88.48000336,42.3792,127.1376,381928.4038,0.342928708,6.571261406,15.18210495
2490,48.54499817,-94.41799927,0.268565625,0.805696875,2954.141403,0.418557853,7.293439865,16.76695767
13396,43.95999908,-82.73699951,38.5884,115.7652,487856.9425,0.481072307,8.147976875,13.41961082
9954,43.55599976,-120.7649994,116.0568,348.1704,971161.8338,0.318416566,6.700791359,7.249218701
57647,27.26199913,-81.35600281,25.2396,75.7188,180316.9409,0.271849602,5.802549362,5.040683875
37470,37.32300186,-96.88400269,92.7288,278.1864,1239605.17,0.508678496,8.609118462,16.95258853
44730,35.01800156,-92.46199799,76.7232,230.1696,645697.3561,0.320241004,6.321665287,9.62393061
