Plant Code,Plant Name,Prime Mover,Energy Source 1,Operating Year,Nameplate Capacity (MW)
59134.0,Easton Landfill,PV,SUN,2013,1
59133.0,EAFB - South Base,PV,SUN,2012,1
59132.0,EAFB - North Base,PV,SUN,2012,1
59131.0,Dartmouth Landfill,PV,SUN,2013,1
59130.0,CSD 2 - Heritage High,PV,SUN,2013,1
59129.0,CSD 2- Freedom High,PV,SUN,2013,1
59128.0,Acushnet- High Hill,PV,SUN,2013,3
59127.0,Bailey Farm LLC,PV,SUN,2013,5
59126.0,Daniel Farm LLC,PV,SUN,2014,5
59125.0,Kinston,PV,SUN,2014,2
59124.0,Martin Creek Farm LLC,PV,SUN,2014,3
59123.0,Moncure Farm LLC,PV,SUN,2014,3
59122.0,Enerparc CA1 LLC,PV,SUN,2014,1
59121.0,Acushnet-Braley Road 1,PV,SUN,2013,1
59120.0,Warsaw II,PV,SUN,2013,2
59119.0,Warsaw I,PV,SUN,2013,2
59118.0,Cameron Wind 1 LLC,WT,WND,2015,165
59117.0,DD Fayetteville Solar NC LLC,PV,SUN,2015,23
59116.0,Woodbine Landfill Plant,IC,LFG,2013,3
59115.0,Anderson Farm LLC,PV,SUN,2014,1
59114.0,Redmon Solar Farm LLC,PV,SUN,2015,2
59113.0,Yanceyville Farm 2 LLC,PV,SUN,2015,5
59112.0,West Siler Farm LLC,PV,SUN,2017,5
59111.0,West Salisbury Farm LLC,PV,SUN,2015,5
59110.0,Springfield Solar 1 LLC,PV,SUN,2014,4
59109.0,Spicewood Solar Farm LLC,PV,SUN,2014,5
59107.0,Mount Olive Farm,PV,SUN,2014,5
59106.0,Snow Hill Solar 2 LLC,PV,SUN,2014,2
59105.0,Market Farm,PV,SUN,2014,4
59103.0,Fremont Farm,PV,SUN,2017,5
59102.0,Dragstrip Farm,PV,SUN,2014,5
59100.0,Chauncey Farm LLC,PV,SUN,2014,4
59099.0,Kettering Solar 2,PV,SUN,2014,1
59098.0,Kettering Solar 1,PV,SUN,2014,1
59097.0,Berry Plastics Solar,PV,SUN,2013,10
59096.0,Division 3,PV,SUN,2014,1
59095.0,Division 2,PV,SUN,2014,1
59094.0,Division 1,PV,SUN,2014,1
59093.0,Holland Energy Park,CT,NG,2017,149
59090.0,Rockland Solar,PV,SUN,2013,2
59088.0,Calipatria Solar Farm,PV,SUN,2016,20
59087.0,"Cottonwood Solar, LLC (City of Corcoran)",PV,SUN,2015,12
59086.0,"Cottonwood Solar, LLC (Goose Lake)",PV,SUN,2015,12
59085.0,Lepomis PV Energy LLC,PV,SUN,2014,4
59084.0,Marshall Wind Farm,WT,WND,2016,73
59083.0,Limon III Wind LLC,WT,WND,2014,200
59082.0,Dennis Landfill,PV,SUN,2014,5
59081.0,Barnstable Landfill,PV,SUN,2014,4
59080.0,Nunnepog,PV,SUN,2014,1
59079.0,Katama Farm,PV,SUN,2014,1
59078.0,Harwich Landfill,PV,SUN,2014,4
59077.0,Chatham Landfill,PV,SUN,2014,1
59076.0,Chopin Wind LLC,WT,WND,2016,10
59075.0,Brewster Landfill,PV,SUN,2014,1
59074.0,"SC 1 Data Center, Phase 2",IC,DFO,2011,82
59073.0,Cove Point LNG Terminal,GT,NG,1978,88
59072.0,Wooster Renewable Energy,IC,OBG,2013,1
59071.0,Carroll Area Wind Farm,WT,WND,2015,20
59070.0,Jericho Power,WT,WND,2016,14
59069.0,Wildcat Wind Farm II LLC`,WT,WND,9999,210
59068.0,"Colbec's Corner, LLC",WT,WND,2016,200
59067.0,Grandview Wind Farm III LLC,WT,WND,9999,188
59066.0,Bruennings Breeze Wind Farm,WT,WND,2017,228
59065.0,Drift Sand Wind Project LLC,WT,WND,2016,108
59064.0,Stella Wind Farm II,WT,WND,9999,200
59061.0,Radfords Run Wind Farm,WT,WND,2017,278
59060.0,Waste Water Treatment Plant,PV,SUN,2012,1
59059.0,Raritan ITS,PV,SUN,2010,2
59058.0,Vacaville,PV,SUN,2007,1
59057.0,Skillman,PV,SUN,2011,2
59056.0,Spring House,IC,NG,2013,3
59055.0,Rariton OMP,IC,NG,2009,5
59053.0,Michelangelo Wind 3 LLC,WT,WND,2017,3
59052.0,Fairmont-FLS 100,PV,SUN,2013,4
59051.0,Kenansville,PV,SUN,2013,2
59050.0,Wallace,PV,SUN,2013,2
59049.0,Whitcomb Solar Farm,PV,SUN,2014,2
59046.0,651 Chase Solar NG,PV,SUN,2014,2
59045.0,Jameson Energy Center,IC,NG,2014,27
59044.0,Rio Rico Solar,PV,SUN,2014,6
59043.0,West Davisville Solar,PV,SUN,2013,2
59042.0,Ellerbe,PV,SUN,2013,2
59040.0,Ball Mountain Hydro,HY,WAT,2016,0
59039.0,Beulaville,PV,SUN,2013,2
59038.0,Battleground,PV,SUN,2013,3
59036.0,Onslow Energy,PV,SUN,9999,1
59035.0,"Biomass to Energy Facility, Kauai",ST,AB,2014,9
59034.0,Shannon Wind,WT,WND,2015,204
59033.0,Whately Solar,PV,SUN,2013,1
59032.0,EBZ Solar,PV,SUN,2013,2
59031.0,Route 57 Solar,PV,SUN,2013,1
59030.0,Chicopee Solar,PV,SUN,2013,3
59029.0,Rehoboth Solar,PV,SUN,2013,2
59028.0,Agawam Solar,PV,SUN,2012,1
59026.0,Back River Waste Water Treatment,IC,OBG,2009,2
59024.0,"Euclid Farm, Stamco N-54",WT,WND,2012,1
59023.0,Ipswich Wind Independence,WT,WND,2012,2
59022.0,Kingston Wind Independence,WT,WND,2012,2
59021.0,Hoopeston Wind LLC,WT,WND,2015,98
59020.0,Gila Bend,PV,SUN,2014,32
59019.0,Griffith,PV,SUN,2013,2
59018.0,East Chicago,PV,SUN,2013,2
59017.0,Carol Jean Solar,PV,SUN,2016,4
59015.0,Stow PV,PV,SUN,2013,2
59014.0,Bolton PV,PV,SUN,2013,4
59013.0,Scituate PV,PV,SUN,2013,2
59012.0,DC Water CHP,CT,OBG,2015,23
59011.0,Southbridge Landfill Gas-to-Energy,IC,LFG,2011,2
59010.0,Macho Springs,PV,SUN,2014,52
59009.0,Hayworth Solar,PV,SUN,2015,27
59008.0,Woodmere Solar Farm,PV,SUN,2015,15
59005.0,Mariah del Norte,WT,WND,2016,230
59004.0,Stonewall,CT,NG,2017,812
59003.0,Two Dot Wind Farm,WT,WND,2014,9
59002.0,Carlsbad Energy Center,GT,NG,9999,105
59001.0,Parkland Landfill Solar,PV,SUN,2015,7
58999.0,Little Elk Wind Project LLC,WT,WND,2015,74
58998.0,Goodwell Wind Project LLC,WT,WND,2015,200
58996.0,St. Olaf StandBy Generators,IC,DFO,1999,2
58995.0,St. Olaf Wind Turbine,WT,WND,2006,1
58994.0,Breckinridge Wind Project LLC,WT,WND,2015,98
58993.0,Pine Tree Landfill Gas to Energy,IC,LFG,2008,3
58992.0,Dept of Corrections NCCI Wind,WT,WND,2013,2
58991.0,"RE Kent South, LLC",PV,SUN,2014,20
58990.0,"RE Columbia Two, LLC",PV,SUN,2014,15
58989.0,Eklutna Generation Station,IC,NG,2015,170
58988.0,Searchlight Wind,WT,WND,9999,200
58986.0,"RE Old River One, LLC",PV,SUN,2014,20
58985.0,"RE Kansas Solar, LLC",PV,SUN,2014,20
58984.0,"RE Adams East, LLC",PV,SUN,2014,19
58983.0,RE Camelot LLC,PV,SUN,2014,45
58982.0,Allison Creek Hydro,HY,WAT,2016,6
58981.0,"Broken Bow Wind II, LLC",WT,WND,2014,73
58980.0,Akron WRF,IC,OBG,2014,0
58978.0,Central Valley Ag Power,IC,OBG,2014,1
58977.0,Whitman,HY,WAT,2015,3
58975.0,Henrietta Solar Project,PV,SUN,2016,102
58974.0,Fairview Farms Solar,PV,SUN,2014,2
58973.0,White River Solar 2,PV,SUN,2014,19
58972.0,Fort Huachuca Solar PV Project,PV,SUN,2014,17
58966.0,Fairfield Wind,WT,WND,2014,10
58965.0,"Thunder Spirit Wind, LLC",WT,WND,2015,107
58964.0,Technology Drive Solar,PV,SUN,2014,2
58963.0,Las Virgenes Municipal Water District,PV,SUN,2014,1
58961.0,Oregon University System OIT Klamath Fal,PV,SUN,2014,2
58960.0,Subregional Water Reclamation Facility,IC,OBG,2013,4
58959.0,Butler Solar Power Project,PV,SUN,2014,2
58958.0,Camelot Wind LLC,WT,WND,2012,1
58957.0,Graham Solar Center LLC,PV,SUN,2014,4
58956.0,Shankle Solar Center LLC,PV,SUN,2015,4
58955.0,BearPond Solar Center LLC,PV,SUN,2014,4
58954.0,Intel Folsom Phase 2,PV,SUN,2012,1
58953.0,"Rockville Solar II, LLC",PV,SUN,2014,2
58952.0,Dessie Solar Center LLC,PV,SUN,2014,4
58951.0,Delilah Road Landfill,PV,SUN,2016,8
58949.0,Cloverdale Solar I,PV,SUN,2014,1
58948.0,Bristol Myers Squibb Wallingford,GT,NG,1987,6
58947.0,Bristol Myers Squibb Lawrenceville,GT,NG,1991,5
58946.0,Ameresco Dallas LLC,IC,LFG,2011,3
58945.0,Simonds,IC,NG,2011,0
58944.0,Woodville Renewable Power Project,ST,WDS,2014,49
58943.0,Halifax,PV,SUN,2014,20
58942.0,Rockville Solar I LLC,PV,SUN,2014,2
58940.0,Anderson Wind II,WT,WND,2014,10
58939.0,Anderson Wind I,WT,WND,2014,5
58938.0,Origin Wind,WT,WND,2014,150
58937.0,Gardner Solar 1,PV,SUN,2014,2
58936.0,Walpole Solar 2,PV,SUN,2014,2
58935.0,Open View Solar Farm,PV,SUN,2013,2
58934.0,"Integrys MA Solar, LLC - Ashburnham Site",PV,SUN,2013,2
58932.0,Traer Wind Project,WT,WND,2010,1
58929.0,Melrose 2,IC,DFO,2014,1
58927.0,Story City Wind Project,WT,WND,2010,1
58926.0,Sangamon Wind Two LLC,WT,WND,9999,100
58923.0,Missouri S&T - Power Plant,IC,DFO,1951,1
58921.0,Napoleon Biogas,IC,OBG,2013,2
58920.0,2097 Helton Solar Project,PV,SUN,2014,1
58919.0,2127 Harris Solar Project,PV,SUN,2014,1
58918.0,2081 Terzian Solar Project,PV,SUN,2014,1
58917.0,Tioga Solar Morris County 1 LLC,PV,SUN,2011,1
58915.0,Copper Mountain Solar 3,PV,SUN,2014,255
58914.0,MCAGCC Cogen Plant,GT,NG,2003,15
58913.0,Santa Fe Springs Rooftop Solar BLDG H,PV,SUN,2015,1
58912.0,Santa Fe Springs Rooftop Solar BLDG M,PV,SUN,2015,1
58911.0,Ramona 2,PV,SUN,2013,5
58909.0,Ramona 1,PV,SUN,2013,2
58908.0,Beebe 1B,WT,WND,2014,50
58907.0,Valley Center 2,PV,SUN,2013,5
58906.0,Valley Center 1,PV,SUN,2013,2
58904.0,Fourmile Ridge,WT,WND,2014,40
58902.0,Kingfisher Wind LLC,WT,WND,2016,298
58901.0,Tri-County Water Hydropower Project,HY,WAT,2014,7
58900.0,Balko Wind LLC,WT,WND,2015,299
58899.0,Prosperity Energy Storage Facility,BA,MWH,2011,0
58898.0,Pilot Hill Wind Farm,WT,WND,2015,175
58897.0,Temple SEGF,IC,NG,1993,10
58896.0,Patriots Stadium,PV,SUN,2013,1
58893.0,Camp Solar Plant,PV,SUN,2013,2
58892.0,Camilla Solar Plant,PV,SUN,2013,16
58891.0,"Big Turtle Wind Farm, LLC",WT,WND,2014,49
58890.0,Beringer,PV,SUN,2009,1
58889.0,ASTI,PV,SUN,2009,1
58887.0,Com Adam 1WF-1,WT,WND,2007,4
58886.0,Wellsburg Wind Project,WT,WND,2014,140
58885.0,Macksburg Wind Project,WT,WND,2014,119
58884.0,Lundgren Wind Project,WT,WND,2014,251
58883.0,Highland Wind Project (IA),WT,WND,2015,499
58882.0,Mercer County Community College,PV,SUN,2013,7
58881.0,County College of Morris,PV,SUN,2013,2
58880.0,North Carolina Solar III LLC,PV,SUN,2013,4
58879.0,Duplin Solar LLC,PV,SUN,2013,5
58878.0,CPV Smyth Generation Company LLC,CC,NG,9999,1017
58877.0,Kinsley Landfill Solar,PV,SUN,2015,8
58874.0,Dement Farm LLC,PV,SUN,2013,5
58873.0,Stuyvesant Falls,HY,WAT,2012,6
58872.0,Bison 4 Wind Energy Center,WT,WND,2015,205
58871.0,Berkley East Solar LLC,PV,SUN,2013,3
58870.0,Rentech Nitrogen Pasadena Cogeneration,ST,WH,2015,15
58868.0,Bladenboro Farm,PV,SUN,2013,5
58867.0,Angier Farm,PV,SUN,2013,5
58866.0,Garrell Solar Farm,PV,SUN,2013,5
58865.0,Reventure Park,IC,LFG,2014,2
58864.0,Sunfish Farm,PV,SUN,2015,5
58863.0,Waco Farm,PV,SUN,2013,5
58862.0,Wagstaff Farm 1,PV,SUN,2013,5
58861.0,Sigmon Catawba Farm,PV,SUN,2014,5
58859.0,Erwin Farm,PV,SUN,2014,5
58856.0,Pate Farm,PV,SUN,2013,5
58855.0,Nash 64 Farm,PV,SUN,2014,5
58854.0,Nash 58 Farm,PV,SUN,2013,5
58853.0,McKenzie Farm,PV,SUN,2013,5
58851.0,Oakboro Farm,PV,SUN,2014,5
58849.0,Castalia Solar,PV,SUN,2014,2
58848.0,Warsaw Farm,PV,SUN,2015,65
58847.0,"Windsor Cooper HIill Solar, LLC",PV,SUN,2015,5
58846.0,"Washington Millfield Solar, LLC",PV,SUN,2013,5
58845.0,Washington Airport Solar LLC,PV,SUN,2014,5
58844.0,"Dogwood Solar, LLC",PV,SUN,2014,20
58843.0,"Bethel Price Solar, LLC",PV,SUN,2014,5
58842.0,"Gato Montes Solar, LLC",PV,SUN,2012,5
58840.0,"Kenansville Solar Farm, LLC",PV,SUN,2014,0
58839.0,Sudbury Landfill,PV,SUN,2013,0
58838.0,Keechi Wind,WT,WND,2015,110
58836.0,Lakeswind Power Partners,WT,WND,2014,51
58835.0,Elk Station,GT,NG,2015,606
58834.0,Richland Center Renewable Energy LLC,IC,OBG,2013,0
58833.0,Red Horse 2,PV,SUN,2015,81
58832.0,Cogenra - TEP,PV,SUN,2014,1
58831.0,Redcrest Solar Farm,PV,SUN,2015,16
58830.0,Cross Winds Energy Park,WT,WND,2014,111
58829.0,Sonne Two,PV,SUN,2016,5
58828.0,Apple One,PV,SUN,2015,5
58826.0,AES ES Tait,BA,MWH,2013,20
58825.0,MTHS Co-Gen Buildings,IC,NG,1992,0
58824.0,Sheldon Solar,PV,SUN,2013,2
58823.0,Port Arthur Steam Energy,ST,WH,2005,5
58822.0,Millville City Sewer Auth WTP,PV,SUN,2013,0
58821.0,Florey Knobb,IC,NG,9999,20
58818.0,Milan,IC,NG,2017,41
58816.0,Bayles,IC,NG,9999,20
58815.0,Hilton NY Co Gen Plant,IC,NG,2013,1
58814.0,Shasta Solar Farm,PV,SUN,2014,2
58813.0,Alpaca,IC,NG,2017,41
58812.0,Upchurch Solar Center LLC,PV,SUN,2014,5
58811.0,Beaver Dam,IC,NG,2016,20
58810.0,Rams Horn Solar Center LLC,PV,SUN,2014,5
58809.0,Littlefield Solar Center LLC,PV,SUN,2015,5
58808.0,Flemming Solar Center LLC,PV,SUN,2014,5
58807.0,Boseman Solar Center LLC,PV,SUN,2014,5
58806.0,Albemarle Solar Center LLC,PV,SUN,2014,5
58805.0,"Samarcand Solar Farm, LLC",PV,SUN,2014,0
58804.0,"McCaskey Solar Farm, LLC",PV,SUN,9999,0
58803.0,"Kenansville Solar 2, LLC",PV,SUN,2016,2
58802.0,"Franklin Solar, LLC",PV,SUN,2013,0
58801.0,"Arba Solar, LLC",PV,SUN,2014,0
58800.0,Hop Bottom,IC,NG,9999,20
58799.0,Pamlico Partners Solar,PV,SUN,2013,5
58798.0,"AC Criminal Courts Complex SPE2, LLC",PV,SUN,2012,1
58797.0,"Valparaiso Solar, LLC",PV,SUN,2012,1
58796.0,"Waterloo Solar, LLC",PV,SUN,2012,1
58795.0,"Hobart Solar, LLC",PV,SUN,2012,1
58794.0,Storrie Lake Solar Project,PV,SUN,2014,1
58793.0,JMB Mcguire-Dix-Lakehurst Solar Project,PV,SUN,2013,11
58792.0,Ayrshire,PV,SUN,2017,19
58791.0,Kirkwall Holdings,PV,SUN,2016,5
58790.0,Cohalan,PV,SUN,2012,3
58789.0,Riverhead,PV,SUN,2011,1
58788.0,North County,PV,SUN,2011,1
58787.0,Dennison,PV,SUN,2011,2
58786.0,Deer Park,PV,SUN,2012,2
58785.0,Brentwood Solar,PV,SUN,2011,1
58784.0,South Canal Hydro-3,HY,WAT,2013,3
58783.0,South Canal Hydro-1,HY,WAT,2013,4
58782.0,Sonne One,PV,SUN,2016,5
58781.0,Longhorn Holdings,PV,SUN,9999,5
58779.0,Allegany Wind Farm,WT,WND,9999,72
58775.0,Spinning Spur Wind III,WT,WND,2015,194
58774.0,Spinning Spur Wind II,WT,WND,2014,161
58773.0,TX Hereford Wind,WT,WND,2014,200
58772.0,Longhorn Wind,WT,WND,2015,200
58771.0,Roosevelt County,WT,WND,2015,250
58770.0,Maywood Photovoltaic Project,PV,SUN,2014,8
58769.0,Spring Canyon Expansion Wind Energy Ctr,WT,WND,2014,62
58768.0,Marsh Hill Wind Farm,WT,WND,2014,16
58767.0,Buckeye Wind Energy Center,WT,WND,2015,380
58766.0,Wake Wind Energy Center,WT,WND,2016,443
58765.0,Miami Wind Energy Center,WT,WND,2014,288
58763.0,Expressway Solar C2,PV,SUN,2014,1
58762.0,Expressway Solar B,PV,SUN,2014,2
58761.0,Expressway Solar A,PV,SUN,2014,2
58757.0,Summer North Solar,PV,SUN,2014,5
58756.0,Summer Solar D2,PV,SUN,2014,1
58755.0,Summer Solar C2,PV,SUN,2014,1
58754.0,Summer Solar B2,PV,SUN,2014,1
58753.0,Summer Solar A2,PV,SUN,2014,1
58752.0,Rodeo Solar D2,PV,SUN,2014,1
58751.0,Rodeo Solar C2,PV,SUN,2014,1
58750.0,Lancaster Dry Farm Ranch B,PV,SUN,2014,5
58749.0,Tihonet Solar,PV,SUN,2014,1
58748.0,North Bay Solar 1,PV,SUN,2013,1
58747.0,GreenWhey Energy Inc,IC,OBG,2013,2
58746.0,Star Solar,PV,SUN,2016,5
58745.0,Sophie Solar,PV,SUN,2016,4
58744.0,Shadow Solar,PV,SUN,9999,3
58743.0,RJ Solar,PV,SUN,9999,5
58742.0,Owen Solar,PV,SUN,2016,5
58741.0,Nick Solar,PV,SUN,2014,5
58740.0,Minnie Solar,PV,SUN,2016,3
58739.0,Milo Solar,PV,SUN,2016,3
58737.0,Binks Solar,PV,SUN,9999,4
58735.0,Buddy Solar,PV,SUN,2015,4
58733.0,Austin Solar,PV,SUN,9999,2
58732.0,Audrey Solar,PV,SUN,2016,3
58731.0,Angel Solar,PV,SUN,2015,5
58730.0,Amethyst Solar,PV,SUN,2016,3
58728.0,Katherine Solar,PV,SUN,9999,5
58727.0,Hawkins Solar,PV,SUN,9999,5
58726.0,Flash Solar,PV,SUN,2015,5
58725.0,Elliana Solar,PV,SUN,2015,5
58724.0,Duck Solar,PV,SUN,9999,5
58723.0,Colin Solar,PV,SUN,9999,4
58722.0,Charlotte Solar,PV,SUN,2015,5
58721.0,Orion Solar II,PV,SUN,2014,8
58720.0,Pattern Panhandle Wind 2 LLC,WT,WND,2014,181
58719.0,Brookfield,WT,WND,2014,74
58718.0,Orion Solar I,PV,SUN,2014,12
58717.0,"OCI Alamo 4, LLC",PV,SUN,2014,39
58716.0,"OCI Alamo 2, LLC",PV,SUN,2014,4
58715.0,Roundtop,IC,NG,2015,20
58714.0,Oxbow Creek,IC,NG,9999,20
58713.0,North Star Solar,PV,SUN,2015,62
58712.0,Stevens Mills Hydroelectric Project,HY,WAT,1985,1
58711.0,Lost Hills/Blackwell,PV,SUN,2015,32
58710.0,Barilla Solar,PV,SUN,2015,30
58709.0,Phoenix Airport Rental Car Center,PV,SUN,2012,1
58708.0,Phoenix Airport East Economy Lot,PV,SUN,2012,1
58707.0,Dorchester Biomass,ST,WDS,2013,22
58706.0,Allendale Biomass,ST,WDS,2013,22
58704.0,Zeeland Farm Services,IC,OBG,2006,2
58703.0,Lenape II,PV,SUN,2015,4
58702.0,Axio Green LLC,PV,SUN,2012,2
58701.0,Apple Data Center - PV2,PV,SUN,2013,20
58700.0,Colleton Solar Farm,PV,SUN,2013,2
58699.0,ABEC Bidart-Old River LLC,IC,OBG,2013,2
58698.0,Mira Loma,PV,SUN,2011,2
58697.0,L V Sutton Combined Cycle,CT,NG,2013,850
58696.0,Nooksack Hydro,HY,WAT,1906,1
58695.0,Grande Prairie Wind Farm,WT,WND,2016,400
58692.0,Black Oak Wind Farm,WT,WND,2016,78
58691.0,South Fork Wind Farm,WT,WND,2016,13
58690.0,Apple Blossom Wind Farm,WT,WND,2017,100
58689.0,Blue Sky One,PV,SUN,2012,1
58688.0,LRI LFGTE Facility,IC,LFG,2013,3
58687.0,Finley Buttes Landfill Gas,IC,LFG,2007,3
58686.0,Hancock Wind Plant,WT,WND,2016,51
58685.0,Mahoning Creek Hydroelectric Project,HY,WAT,2013,6
58684.0,Kapolei Solar Energy Park,PV,SUN,2012,1
58683.0,"Osage Wind, LLC",WT,WND,2015,150
58682.0,Dartmouth,PV,SUN,2014,6
58681.0,Route 66 Wind Plant,WT,WND,2015,150
58680.0,Braley Road 2,PV,SUN,2015,2
58679.0,Upper Newton Falls,HY,WAT,1927,0
58678.0,Oswegatchie,HY,WAT,2002,0
58677.0,Gratiot County Wind LLC,WT,WND,2012,110
58676.0,Pearl City Peninsula Solar Park,PV,SUN,2012,1
58675.0,Chocowinity Solar LLC,PV,SUN,2014,5
58674.0,Cirrus Solar LLC,PV,SUN,2014,5
58673.0,Gates Solar LLC,PV,SUN,2015,5
58670.0,Turkey Branch Solar LLC,PV,SUN,2014,5
58669.0,Selma Solar LLC,PV,SUN,2014,5
58668.0,Rockwell Solar LLC,PV,SUN,2014,3
58667.0,Biscoe Solar LLC,PV,SUN,2014,5
58666.0,Alexander Wind Farm LLC,WT,WND,2015,50
58665.0,"Celina Solar Project #1, LLC",PV,SUN,2012,4
58664.0,Frito Lay Incorporated,GT,NG,2009,4
58663.0,Holsum Elm Dairy,IC,OBG,2006,0
58661.0,Cape Cod Air Force Station - 6 SWS,WT,WND,2014,2
58660.0,Utah Red Hills Renewable Energy Park,PV,SUN,2015,80
58659.0,Aloha Solar Energy Fund 1 PK1,PV,SUN,2017,5
58658.0,Courtenay Wind Farm,WT,WND,2016,200
58657.0,Odell Wind Farm,WT,WND,2016,200
58656.0,Waihonu South Solar,PV,SUN,2016,0
58655.0,Waihonu North Solar,PV,SUN,2016,0
58654.0,Jersey Gardens Phase 2,PV,SUN,2012,2
58653.0,Jersey Gardens Phase 1,PV,SUN,2011,1
58651.0,Kalaeloa Renewable Energy Park,PV,SUN,2014,5
58650.0,North Brookfield,PV,SUN,2014,3
58649.0,Montgomery Solar LLC,PV,SUN,2015,20
58647.0,Port Richmond WWT Solar,PV,SUN,2015,1
58646.0,Stateline Solar,PV,SUN,2015,294
58644.0,Silver State Solar Power South,PV,SUN,2015,247
58643.0,Rockford Solar Farm,PV,SUN,2012,2
58642.0,Tulare 1 and 2,PV,SUN,2014,2
58640.0,KRS II Koloa Solar,PV,SUN,2014,13
58639.0,KRS I Anahola Solar,PV,SUN,2015,18
58638.0,Orbit Energy Charlotte,IC,OBG,2016,5
58636.0,Sacramento Fairbain Water Treatment Plan,PV,SUN,2013,1
58635.0,Museum of Science and Industry,IC,NG,2003,1
58634.0,Lancaster Baptist Church,PV,SUN,2011,1
58633.0,Monterey Regional Water Pollution Contro,PV,SUN,2010,1
58632.0,Actus Lend Lease DMAFB,PV,SUN,2009,3
58631.0,Queen Anne's County,PV,SUN,2013,2
58630.0,RP Wind,WT,WND,2013,3
58629.0,"Lightning Dock Geothermal HI-01, LLC",BT,GEO,2013,4
58628.0,Simon Solar Farm LLC,PV,SUN,2013,30
58627.0,Western Antelope Dry Ranch,PV,SUN,2016,10
58626.0,Western Antelope Blue Sky Ranch A,PV,SUN,2014,20
58625.0,Santa Rita Jail,BA,MWH,2001,5
58624.0,Berkshire 1,PV,SUN,2011,1
58623.0,Holstein Plant,PV,SUN,2015,20
58622.0,Carter Hydro,HY,WAT,2012,2
58621.0,Sol Orchard El Centro PV,PV,SUN,2013,20
58620.0,Canton Mountain Wind,WT,WND,2017,22
58619.0,Transamerica Pyramid,IC,NG,2007,0
58618.0,Butler Plaza,PV,SUN,2010,1
58617.0,Water Reclamation Plant,IC,OBG,2003,2
58616.0,Westlands Solar PV Farm,PV,SUN,2014,18
58615.0,Indianapolis Motor Speedway Solar PV,PV,SUN,2014,9
58614.0,Patriot Wind Farm,WT,WND,9999,178
58613.0,Synata Hugoton,ST,NG,2013,21
58612.0,Otoe Solar Power Generation Station 1 LL,PV,SUN,2013,1
58611.0,Powhatan Solar Power Generation Station 1 LLC,PV,SUN,2013,1
58610.0,Navajo Solar Power Generation Station 1 LLC,PV,SUN,2013,1
58609.0,Industry Solar Power Generation Station 1 LLC,PV,SUN,2013,1
58608.0,Saddleback Ridge Wind Farm,WT,WND,2014,33
58607.0,One Market Plaza,IC,NG,2003,0
58605.0,Blueberry One,PV,SUN,2016,5
58604.0,Granite Peak Solar Plant,PV,SUN,2015,3
58603.0,Greenville Solar Plant,PV,SUN,2015,2
58602.0,Laho Solar Plant,PV,SUN,2015,3
58601.0,Milford Flat Solar Plant,PV,SUN,2015,3
58600.0,Buckhorn Solar Plant,PV,SUN,2015,3
58599.0,Cedar Valley Solar Plant,PV,SUN,2015,3
58598.0,Beryl Solar Plant,PV,SUN,2015,3
58597.0,HTW Plant 303 COGEN,GT,NG,2008,7
58596.0,"Grandview Wind Farm, LLC",WT,WND,2014,211
58595.0,Indeck Energy-Alexandria,ST,WDS,2008,16
58594.0,Steele Flats Wind Project LLC,WT,WND,2013,74
58593.0,DGS Central Utility Plant,ST,NG,2010,2
58592.0,Solar Gen 2,PV,SUN,2014,153
58591.0,POTB Digester,IC,OBG,2013,1
58590.0,Cascade Solar,PV,SUN,2014,18
58589.0,Rio Rancho High School,PV,SUN,2013,1
58588.0,Sue Cleveland High School,PV,SUN,2013,1
58587.0,Tuscola Wind II LLC,WT,WND,2013,100
58586.0,Town of East Bridgewater,PV,SUN,2013,2
58585.0,Sierra Nevada Brewing Co,GT,NG,2005,4
58584.0,Princeton University Cogeneration,GT,NG,1996,19
58583.0,Forbes Street Solar,PV,SUN,2013,3
58582.0,Oltmans SCE at Jurupa,PV,SUN,2013,1
58581.0,Oltmans SCE at Champagne,PV,SUN,2013,1
58580.0,Pheasant Run Wind LLC,WT,WND,2013,74
58579.0,Laverne Battery,BA,MWH,2013,1
58578.0,Sonora 1,PV,SUN,2013,1
58577.0,Veolia ES Blackfoot Landfill Facility,IC,LFG,2009,2
58576.0,GSE NM1,PV,SUN,2011,2
58575.0,Smithfield Farmland Kinston,IC,DFO,2013,8
58574.0,Eagle Valley Clean Energy LLC Biomass,ST,WDS,2013,12
58572.0,Lakeland Solar Energy LLC,PV,SUN,2013,0
58571.0,Tucannon River Wind Farm,WT,WND,2014,266
58570.0,Enel Cove Fort,BT,GEO,2013,24
58569.0,Paradise Solar Energy Center,PV,SUN,2011,5
58568.0,Cottage Street Solar Facility,PV,SUN,2014,3
58565.0,Gettysburg Energy & Nutrient Rec Facility,ST,OBS,2013,3
58564.0,Frenchtown III Solar,PV,SUN,2013,7
58563.0,Hometown Bio Energy LLC,IC,OBG,2013,8
58562.0,Montana Power Station,GT,NG,2015,524
58561.0,Merrimac Solar,PV,SUN,2013,1
58560.0,Halifax County Biomass,ST,WDS,2013,49
58559.0,Bi-County Gas Producers,IC,LFG,2011,3
58558.0,Onslow Power Producers,IC,LFG,2013,2
58557.0,Mesquite Generating Station Block 1,CT,NG,2003,691
58556.0,"Indy Solar II, LLC",PV,SUN,2013,10
58555.0,Oshkosh Foundation Rosedale Biodigester LLC,IC,OBG,2014,1
