Plant Code,Plant Name,Prime Mover,Energy Source 1,Operating Year,Nameplate Capacity (MW)
56304.0,San Juan Mesa Wind Project LLC,WT,WND,2005,120
56303.0,Elk River Wind,WT,WND,2005,150
56302.0,Oasis Wind,WT,WND,2004,60
56301.0,Wolverine Creek,WT,WND,2006,64
56300.0,Jersey-Atlantic Wind Farm,WT,WND,2006,7
56299.0,Wind Park Bear Creek,WT,WND,2006,24
56298.0,Roseville Energy Park,CT,NG,2007,164
56297.0,Crescent Ridge,WT,WND,2005,53
56296.0,Trimont Area Wind Farm,WT,WND,2005,100
56295.0,Kumeyaay Wind,WT,WND,2005,50
56294.0,Bayway Refinery,OT,WH,1967,11
56293.0,Caprock Wind Farm,WT,WND,2004,80
56292.0,Hamlet Generating Facility,GT,NG,2007,342
56291.0,Horse Hollow Wind Energy Center,WT,WND,2005,735
56290.0,Maple Ridge Wind Farm,WT,WND,2005,322
56289.0,Salem Street Dept,IC,DFO,2005,1
56288.0,Salem Water Plant,IC,DFO,2003,2
56284.0,Santa Maria EPG,ST,OG,1995,5
56283.0,Hargis-Hebert Electric Generating,GT,NG,2006,100
56281.0,SPI - Everett,ST,WDS,9999,28
56280.0,Hardin County LFGTE,IC,LFG,2006,0
56279.0,Laurel Ridge LFGTE,IC,LFG,2003,0
56278.0,Green Valley LFGTE,IC,LFG,2003,0
56277.0,Bavarian LFGTE,IC,LFG,2003,1
56276.0,ZCO,WT,WND,1985,1
56275.0,Helzel & Schwarzhoff 86,WT,WND,1986,2
56274.0,Valley Queen Cheese,IC,DFO,2002,3
56273.0,Weatherford Wind Energy Center,WT,WND,2005,146
56271.0,Diablo Wind LLC,WT,WND,2004,18
56270.0,Callahan Divide Wind Energy Center,WT,WND,2005,114
56269.0,IBM West,IC,DFO,2005,2
56266.0,WPPI Hartford DG,IC,DFO,2005,1
56265.0,South Fork,HY,WAT,2005,2
56263.0,Albemarle Prime Power Park,IC,DFO,2006,2
56262.0,"Gastonia, Tulip Drive",IC,DFO,2005,3
56261.0,Lexington,IC,DFO,2005,2
56260.0,"High Point, Pump Station Rd",IC,DFO,2005,2
56259.0,Empire Generating Co LLC,CT,NG,2010,653
56258.0,Kapaia Power Station,GT,OTH,2002,39
56256.0,"John Street 1, 3, 4 & 5",IC,DFO,2005,4
56255.0,Hopkins Ridge Wind,WT,WND,2005,156
56253.0,Millcreek Power Generation,GT,NG,2006,80
56252.0,Century,WT,WND,2005,200
56251.0,Intrepid,WT,WND,2004,175
56250.0,Ontario LFGTE,IC,LFG,2003,3
56249.0,Anson County Generation Facility,GT,NG,2007,342
56248.0,Shell Chemical,GT,NG,2002,80
56247.0,West Group Data Center F,IC,DFO,2004,8
56245.0,Stevens Community Medical Center,IC,DFO,2004,1
56244.0,State Auto Insurance,IC,DFO,2001,1
56243.0,Perham Incinerator,ST,MSW,2003,4
56242.0,Kindred School,IC,DFO,2001,2
56241.0,Cannon Falls Energy Center,GT,NG,2008,346
56240.0,Buffalo Gap Wind Farm,WT,WND,2006,120
56239.0,Malaga Power LLC,GT,NG,2005,120
56238.0,Groton Generating Station,GT,NG,2006,188
56237.0,Lake Side Power Plant,CT,NG,2007,1385
56234.0,Caithness Long Island Energy Center,CT,NG,2009,348
56233.0,EG178 Facility,CT,NG,2005,152
56232.0,Miramar Energy Facility,GT,NG,2005,106
56231.0,DeKalb Medical Center-Hillandale,IC,DFO,2003,1
56229.0,Cogeneration 1,CS,NG,2002,9
56228.0,Prescott Airport,PV,SUN,2002,9
56227.0,Port Westward,CT,NG,2007,483
56226.0,Bowling Green Wind,WT,WND,2003,4
56225.0,Aeolus Wind Facility,WT,WND,2003,3
56224.0,TS Power Plant,ST,SUB,2008,406
56223.0,Alden Bailey Power Plant,GT,NG,2001,10
56219.0,Westar Wind,WT,WND,1999,0
56215.0,Allendorf,WT,WND,1998,3
56213.0,Patterson Pass,WT,WND,1985,21
56212.0,Sweetwater Wind 2 LLC,WT,WND,2005,98
56211.0,Sweetwater Wind 1 LLC,WT,WND,2003,37
56210.0,B&K Energy Systems LLC,WT,WND,2003,2
56209.0,Boeve Windfarm LLC,WT,WND,2003,2
56208.0,S&P Windfarm LLC,WT,WND,2003,2
56207.0,DL Windy Acres LLC,WT,WND,2003,2
56206.0,K-Brink Windfarm LLC,WT,WND,2003,2
56205.0,Windcurrent Farms LLC,WT,WND,2003,2
56204.0,Fey Windfarm LLC,WT,WND,2003,2
56203.0,Westridge Windfarm LLC,WT,WND,2003,2
56202.0,Tofteland Windfarm LLC,WT,WND,2003,2
56201.0,Bisson Windfarm LLC,WT,WND,2003,2
56200.0,CG Windfarm LLC,WT,WND,2003,2
56199.0,TG Windfarm LLC,WT,WND,2003,2
56196.0,500MW CC,CT,NG,2005,528
56195.0,Combine Hills I,WT,WND,2003,41
56194.0,Dike City Power Plant,IC,DFO,2005,2
56193.0,Medford Operation,ST,WDS,1956,8
56192.0,Georgia-Pacific Wauna Mill,ST,BLQ,1996,36
56190.0,Central Michigan University,GT,NG,1987,4
56189.0,"Waterside Power, LLC",GT,DFO,2003,138
56188.0,Pinelawn Power LLC,CT,NG,2005,82
56185.0,Chowchilla II,IC,NG,2001,48
56184.0,Red Bluff,IC,NG,2001,32
56183.0,Modular Power LLC,IC,DFO,1999,9
56182.0,Columbia Flooring Melbourne,ST,WDS,1980,2
56181.0,Genoa Diesel Generating Station,IC,DFO,2004,6
56177.0,Nebo Power Station,CA,NG,2004,140
56174.0,Moraine Wind LLC,WT,WND,2003,51
56173.0,Colorado Green Holdings LLC,WT,WND,2003,162
56172.0,Flying Cloud Power Partners LLC,WT,WND,2003,43
56169.0,NEO Freehold Gen LLC,IC,NG,1997,2
56166.0,Sheboygan Falls,GT,NG,2005,346
56164.0,Faribault Energy Park,CT,NG,2005,334
56163.0,Kennecott Power Plant,CT,NG,1943,432
56162.0,Ainsworth Wind,WT,WND,2005,59
56160.0,"Mendota Hills, LLC",WT,WND,2003,50
56153.0,Viking Wind Partners,WT,WND,2003,12
56152.0,Freeport Energy Center,CT,NG,2007,440
56151.0,South Harper,GT,NG,2005,351
56150.0,McIntosh Combined Cycle Facility,CT,NG,2005,1374
56149.0,Seven Mile Creek LFG,IC,LFG,2004,4
56148.0,Ft. Pierre,IC,DFO,2004,6
56147.0,Viking,IC,DFO,2003,1
56146.0,False Island,IC,DFO,1983,1
56144.0,Springs Generating Station,GT,NG,2002,40
56143.0,Riverside Energy Resource Center,GT,NG,2006,196
56142.0,"Chanarambie Power Partners, LLC",WT,WND,2003,85
56141.0,Jamaica Bay Peaking,GT,KER,2003,60
56139.0,Neptune Gas Processing Plant,OT,OTH,2004,4
56138.0,Anderson Erickson,IC,DFO,2000,2
56135.0,Ripon Generation Station,GT,NG,2006,120
56134.0,Regional Wastewater Control Facility,IC,NG,2000,4
56132.0,Honea Path,IC,DFO,2003,2
56131.0,Valenite,IC,DFO,2003,2
56130.0,Cornell Dubilier,IC,DFO,2003,2
56129.0,Thermal Kem,IC,DFO,2003,2
56128.0,Sub 3 Generating Station,IC,DFO,2003,4
56127.0,Macon Energy Center,GT,NG,2003,10
56126.0,Sub 2 Generating Station,IC,DFO,2004,2
56125.0,Springville Hydroelectric,HY,WAT,1994,1
56123.0,Minwind 3-9,WT,WND,2004,11
56122.0,Richland County Landfill,GT,LFG,2006,7
56121.0,Anderson Regional Landfill,IC,LFG,2008,2
56120.0,Lee County Landfill,GT,LFG,2005,8
56119.0,Middlesex Generating Facility,CT,LFG,1961,22
56118.0,Flora Site B,IC,DFO,2001,2
56117.0,Flora Site A,IC,DFO,2001,3
56116.0,IMEA Flora,IC,DFO,2000,5
56114.0,IMEA Highland,IC,DFO,1996,2
56113.0,Tessman Road,IC,LFG,2003,7
56112.0,Mountain View III,WT,WND,2003,22
56111.0,Brazos Wind Farm,WT,WND,2003,160
56108.0,T J Labbe Electric Generating,GT,NG,2005,100
56107.0,Cash Creek,CT,NG,9999,850
56106.0,Kimball Wind,WT,WND,2002,10
56104.0,Mankato Energy Center,CA,NG,2006,530
56102.0,Currant Creek,CT,NG,2005,649
56100.0,St. Charles Power Plant,IC,DFO,2004,8
56099.0,FPL Energy North Dakota Wind I/II,WT,WND,2003,61
56098.0,Hillsboro,IC,DFO,2002,4
56097.0,New Mexico Wind Energy Center,WT,WND,2003,204
56094.0,Oklahoma Wind Energy Center,WT,WND,2003,102
56093.0,TransAlta Wyoming Wind,WT,WND,2003,144
56092.0,South Dakota Wind Energy Cente,WT,WND,2003,40
56090.0,Blacksand Generating Facility,GT,OG,2000,7
56081.0,Blue Canyon Windpower,WT,WND,2003,85
56080.0,SJ/SC WPCP,IC,NG,1953,8
56079.0,Riceland Foods Cogeneration Plant,ST,OBS,1997,18
56078.0,Walnut Energy Center,CT,NG,2006,298
56076.0,ABC Coke,ST,OG,1997,3
56075.0,High Winds LLC,WT,WND,2003,161
56074.0,Alliant SBD 9901 Wells Fargo,IC,DFO,2000,1
56073.0,Alliant SBG 9802 Toyota,IC,NG,1998,1
56072.0,Alliant SBD 9801 Aegon Martha's Way,IC,DFO,1998,1
56070.0,Diesel Generators,IC,DFO,2001,54
56069.0,Berlin Landfill Gas,IC,LFG,2001,0
56068.0,Elm Road Generating Station,ST,RC,2010,1402
56067.0,Lexington Health Center,IC,DFO,2002,1
56066.0,Lexington Hickory Street,IC,DFO,2002,1
56065.0,Maiden Finger Street,IC,DFO,2002,1
56064.0,"Morganton, Parker Road",IC,DFO,2002,1
56063.0,"Shelby, Toms Street",IC,DFO,2002,1
56062.0,"Statesville, Highway 64",IC,DFO,2002,1
56061.0,Gastonia Duke Street,IC,DFO,2002,1
56060.0,Gastonia Rankin Lake,IC,DFO,2002,1
56059.0,"High Point, Fairfield",IC,DFO,2002,1
56058.0,"High Point, Jackson Lake",IC,DFO,2002,1
56055.0,Hana Substation,IC,DFO,2001,2
56054.0,G McNeilus Wind Farm Dodge Center,WT,WND,2002,43
56053.0,Casey City of,IC,DFO,2002,3
56052.0,Meyersdale Windpower,WT,WND,2003,48
56051.0,THUMS,GT,NG,2003,57
56050.0,Inner Harbor East Heating,IC,NG,2004,2
56046.0,Magnolia Power Project,CT,NG,2005,386
56041.0,Malburg,CT,NG,2005,130
56039.0,H. Gonzales,GT,NG,1987,10
56038.0,UMCP CHP Plant,GT,NG,2003,27
56036.0,WWTP Power Generation Station,IC,OBG,1985,6
56035.0,Smithfield Packaged Meats Corp.,IC,DFO,2002,2
56032.0,Equus Freeport Power,GT,NG,2004,120
56031.0,Fox Energy Center,CT,NG,2005,617
56026.0,Donald Von Raesfeld Power Plant,CT,NG,2005,154
56025.0,Traer East,IC,DFO,2004,4
56022.0,Waste Water Plant Generator,IC,DFO,1993,1
56018.0,AMEA Peaking,GT,NG,2004,98
56016.0,Grimes Way,IC,NG,2005,3
56015.0,Walton Bainbridge Power Facility,GT,DFO,2000,80
56013.0,Exira,GT,NG,2004,180
56012.0,Whitewater Hill Wind Partners,WT,WND,2002,61
56011.0,Cabazon Wind Partners,WT,WND,2002,41
56010.0,Hancock County Wind Energy Center,WT,WND,2002,98
56006.0,Harrisonburg Power Plant,ST,NG,1997,2
56005.0,Pleasant Valley (VA),GT,DFO,1997,20
56004.0,Mount Clinton,GT,DFO,1999,24
56002.0,Minwind,WT,WND,2002,3
56001.0,Waymart Wind,WT,WND,2003,64
55999.0,NECCO Co-Generation,IC,NG,2004,4
55998.0,Danbury Diesel,GT,DFO,1966,6
55997.0,Orchard Park,IC,NG,2003,24
55996.0,Alliant SBD0201 Ingredion,IC,DFO,2003,4
55995.0,Minot Wind Project,WT,WND,2003,6
55992.0,Desert Sky,WT,WND,2002,160
55991.0,Brady,ST,GEO,1992,32
55990.0,Ashtabula,CT,NG,2001,20
55989.0,FPL Energy Vansycle LLC (OR),WT,WND,2001,122
55988.0,Wabuska,ST,GEO,1984,0
55987.0,Stillwater Water Treatment Plant,IC,DFO,2003,2
55986.0,Mountaineer Wind Energy Center,WT,WND,2002,66
55985.0,Palomar Energy,CT,NG,2005,559
55984.0,CE Turbo LLC,ST,GEO,2000,11
55983.0,Salton Sea Power LLC - Unit 5,ST,GEO,2000,58
55981.0,Moulton Wind Power,WT,WND,2001,2
55980.0,Champepaden Wind Power,WT,WND,2001,2
55977.0,Bluffview,CT,NG,2005,67
55976.0,Hunterstown Power Plant,CT,NG,2003,898
55972.0,Cass County,GT,NG,2003,344
55970.0,Cosumnes,CT,NG,2006,530
55969.0,Hawkeye Energy Greenport LLC,GT,KER,2003,54
55968.0,Trent Wind Farm LP,WT,WND,2001,150
55966.0,Nikiski Co-Generation,CA,NG,1986,80
55965.0,Wansley Combined Cycle,CT,NG,2002,1238
55964.0,Brown Station Road Plant II,IC,LFG,2003,4
55963.0,Riverview Energy Center,GT,NG,2003,47
55961.0,Kamin LLC Wrens Mine,IC,DFO,1988,2
55954.0,Downtown,IC,DFO,1992,2
55953.0,Pretlow,IC,DFO,2001,2
55951.0,Agua Mansa Power Plant,GT,NG,2003,60
55950.0,Elk Hills Cogen,GT,NG,1994,46
55944.0,Bay Windpower I,WT,WND,2001,1
55939.0,Warren County,CT,NG,2014,1470
55938.0,NAEA Ocean Peaking Power LLC,GT,NG,2003,573
55937.0,TESLA Power Project,CT,NG,9999,1322
55936.0,NRG Rockford II Energy Center,GT,NG,2002,168
55935.0,Drews Generating Facility,GT,NG,2001,44
55934.0,Century Generating Facility,GT,NG,2001,44
55933.0,Tracy Combined Cycle Power Plant,CT,NG,2003,335
55931.0,Boulder City Silver Lake Hydro,HY,WAT,2000,3
55928.0,McMinnville,IC,DFO,2001,24
55927.0,Jasper,CT,NG,2004,999
55925.0,Ridgeview,IC,LFG,2002,0
55893.0,Partnership Station,IC,NG,2001,4
55885.0,Montgomery County Oaks LFGE Plant,GT,LFG,2009,5
55882.0,Sierra Pacific Aberdeen,ST,WDS,2003,18
55880.0,Sonoma Central Landfill Phase III,IC,LFG,2004,0
55875.0,Gates Peaker,GT,NG,2001,46
55874.0,Panoche Peaker,GT,NG,1973,49
55871.0,Klondike Wind Power,WT,WND,2002,24
55869.0,Genova Arkansas I LLC,CT,NG,9999,630
55867.0,Benson Power Biomass Plant,ST,WDS,2007,62
55866.0,Basin Creek Plant,IC,NG,2006,54
55864.0,Kaheka Hydro,HY,WAT,1925,3
55861.0,Stevens Point Mill,ST,NG,2002,7
55860.0,Quinebaug Lower Project,HY,WAT,1990,1
55857.0,Oak Point Cogen,GT,NG,1999,20
55856.0,Prairie State Generating Station,ST,BIT,2012,1766
55855.0,Wolfskill Energy Center,GT,NG,2003,47
55853.0,Inland Empire Energy Center,CS,NG,2009,818
55852.0,Valero Refinery Cogeneration Unit 2,GT,OG,9999,51
55851.0,Valero Refinery Cogeneration Unit 1,GT,NG,2002,51
55847.0,Feather River Energy Center,GT,NG,2003,47
55846.0,Telephone Flat,ST,GEO,9999,49
55845.0,Four Mile Hill,ST,GEO,9999,49
55841.0,Silverhawk,CT,NG,2004,664
55836.0,Island Street Peaking Plant,GT,NG,2004,60
55835.0,Rocky Mountain Energy Center,CT,NG,2004,684
55834.0,Sherry Energy Center,GT,NG,9999,1236
55833.0,Auburndale Peaker Energy Center,GT,NG,2002,130
55830.0,East Millinocket Mill,ST,WDS,1954,60
55824.0,MNDOT Standby Generation,IC,DFO,1995,2
55821.0,Curtis H Stanton Energy Center,CT,NG,2003,1016
55820.0,RCWMD Badlands Landfill Gas Project,IC,LFG,2001,2
55818.0,Frederickson Power LP,CT,NG,2002,318
55816.0,Hawkeye Power Partners LLC,WT,WND,1999,42
55813.0,Yuba City Energy Center,GT,NG,2002,47
55811.0,King City Peaking,GT,NG,2002,47
55810.0,Gilroy Peaking Energy Center,GT,NG,2001,135
55809.0,Kas Brothers Windfarm,WT,WND,2001,1
55807.0,Henrietta Peaker,GT,NG,2002,98
55805.0,Mill Run Windpower,WT,WND,2001,15
55804.0,Top of Iowa Windfarm,WT,WND,2001,80
55803.0,FPL E Somerset Windpower LLC,WT,WND,2001,9
55802.0,Valencia Energy Facility,GT,NG,2008,654
55801.0,Marcus Hook Energy LP,CT,NG,2004,835
55799.0,Otsego Mill Power Plant,GT,NG,1995,20
55796.0,Woodward Mountain I,WT,WND,2001,82
55795.0,Woodward Mountain II,WT,WND,2001,78
55790.0,Fenner Wind,WT,WND,2001,30
55787.0,Shoreham Energy LLC,GT,DFO,2002,100
55786.0,Edgewood Energy LLC,GT,NG,2002,100
55782.0,Noble Ridge LLC,WT,WND,2001,1
55779.0,Dunbarton Energy Partners LP,IC,LFG,1988,0
55776.0,Barre,IC,LFG,1996,0
55774.0,Morris Genco LLC,IC,LFG,2001,5
55773.0,Countyside Genco LLC,GT,LFG,2000,18
55770.0,Dane County Landfill #2 Rodefeld,IC,LFG,1997,1
55769.0,Madison Windpower LLC,WT,WND,2000,11
55768.0,Avon Energy Partners LLC,IC,LFG,1997,3
55767.0,Riveside Resource Recovery LLC,IC,LFG,1997,1
55766.0,Kiefer Landfill,IC,LFG,1999,9
55765.0,Green Knight Energy Center,GT,LFG,2001,9
55764.0,Upper Rock Energy Partners LLC,IC,LFG,2000,4
55763.0,Dixon/Lee Energy Partners LLC,IC,LFG,1999,4
55762.0,Brickyard Energy Partners LLC,IC,LFG,1999,4
55761.0,Devonshire Power Partners LLC,IC,LFG,1997,5
55760.0,Streator Energy Partners LLC,IC,LFG,1999,1
55759.0,Roxana Resource Recovery,IC,LFG,1999,4
55757.0,Model City Energy Facility,IC,LFG,2001,0
55753.0,Sonoma Central Landfill Phase II,IC,LFG,1996,0
55752.0,Sonoma Central Landfill Phase I,IC,LFG,1993,0
55749.0,Hardin Generator Project,ST,SUB,2006,115
55748.0,Los Esteros Critical Energy Center,CT,NG,2003,306
55747.0,NWP Indian Mesa Wind Farm,WT,WND,2001,82
55742.0,Montfort Wind Energy Center,WT,WND,2002,30
55741.0,Ridge Crest Wind Partners,WT,WND,2001,29
55740.0,Rock River I LLC,WT,WND,2001,50
55739.0,Condon Windpower LLC,WT,WND,2001,49
55738.0,Buchanan Generation LLC,GT,NG,2002,88
55736.0,Hanging Rock Energy Facility,CT,NG,2003,1426
55734.0,Gray County Wind Energy,WT,WND,2001,112
55733.0,Bennett Mountain,GT,NG,2005,392
55719.0,Mountain View I&2,WT,WND,2001,66
55718.0,Dean,GT,NG,2002,356
55714.0,Magnet Cove,CT,NG,2005,746
55711.0,FirstEnergy,CT,NG,9999,1080
55710.0,Allegheny Energy Units 3 4 & 5,CT,NG,2003,556
55708.0,Nacogdoches Power,CT,NG,2012,1039
55706.0,Choctaw County,CT,NG,2003,899
55701.0,Fremont Energy Center,CT,NG,2012,738
55700.0,Mint Farm Generating Station,CT,NG,2008,319
55699.0,Bayswater Peaking Facility LLC,GT,NG,2002,60
55698.0,Hanford Energy Park Peaker,GT,NG,2001,92
55694.0,Quantum Choctaw Power LLC,CT,NG,2006,850
55690.0,Bethlehem Power Plant,CT,NG,2002,1152
55687.0,Higgins Generating Station,CT,NG,2004,688
55685.0,Flambeau Lower Project,HY,WAT,1923,0
55684.0,Flambeau Crowley Rapids Project,HY,WAT,1930,1
55672.0,AL Sandersville LLC,GT,NG,2002,688
55667.0,Lower Mount Bethel Energy,CT,NG,2004,650
55664.0,Harrison County Power Project,CT,NG,2003,570
55662.0,Chehalis Generating Facility,CT,NG,2003,698
55661.0,Essential Power Newington LLC,CT,NG,2002,604
55656.0,"Pastoria Energy Facility, LLC",CT,NG,2005,779
55655.0,WFEC GenCo LLC,GT,NG,2001,90
55654.0,Chambersburg,GT,NG,2001,86
55651.0,Spring Creek Energy Center,GT,NG,2001,336
55650.0,Plains End,IC,NG,2002,100
55645.0,Blue Spruce Energy Center,GT,NG,2003,396
55642.0,Moapa Paiute Energy Center,CT,NG,9999,1210
55641.0,Riverside Energy Center,CT,NG,2004,673
55640.0,University Park North,GT,NG,2002,720
55638.0,Walhalla,ST,SUB,2000,2
55627.0,Goose Haven Energy Center,GT,NG,2003,47
55626.0,Lambie Energy Center,GT,NG,2003,47
55625.0,Creed Energy Center,GT,NG,2003,47
55622.0,West Valley Generation Project,GT,NG,2001,215
55620.0,Perryville Power Station,CT,NG,2001,822
55619.0,Watchtower Educational Center,IC,DFO,1993,0
55618.0,Monmouth Landfill Gas to Energy,GT,LFG,1998,8
55610.0,Foote Creek IV,WT,WND,2000,16
55609.0,Foote Creek III,WT,WND,1999,24
55608.0,Foote Creek II,WT,WND,1999,1
55607.0,Foote Creek I,WT,WND,1999,41
55603.0,Tajiguas Plant,IC,LFG,2000,3
55602.0,MM San Diego-North City,IC,LFG,1999,0
55601.0,Prima Plant,IC,LFG,1999,6
55600.0,Binghamton Cogen,GT,NG,1992,47
55599.0,GRS CMS,GT,LFG,1999,5
55598.0,GRS Pine Bend,CT,LFG,1996,16
55597.0,GRS C&C,IC,LFG,1995,5
55596.0,GRS Arbor Hills,CT,LFG,1996,30
55595.0,GRS Lyon,IC,LFG,1993,5
55594.0,South Barrington Electric,IC,LFG,1997,0
55593.0,Quad Cities,IC,LFG,1998,2
55592.0,Mallard Lake Electric,CT,LFG,1997,25
55591.0,Rockford Electric,IC,LFG,1996,2
55590.0,Chicopee Electric,IC,LFG,1993,2
55589.0,GRS Fall River,GT,LFG,2000,7
55588.0,GRS Sunset Farms,IC,LFG,1996,4
55586.0,Halifax Electric,IC,LFG,1997,3
55585.0,Randolph Electric,IC,LFG,2000,3
55584.0,East Bridgewater,IC,LFG,1997,6
55581.0,King Mountain Wind Ranch 1,WT,WND,2001,278
55579.0,Llano Estacado Wind Ranch,WT,WND,2001,80
55578.0,Hueco Mountain Wind Ranch,WT,WND,2001,1
55576.0,Agassiz Beach LLC,WT,WND,2001,1
55574.0,Florence Hills LLC,WT,WND,2001,1
55573.0,Hadley Ridge LLC,WT,WND,2000,1
55572.0,Hope Creek LLC,WT,WND,2001,1
55571.0,Ruthton Ridge LLC,WT,WND,2001,1
55570.0,Soliloquoy Ridge LLC,WT,WND,2001,1
55569.0,Spartan Hills LLC,WT,WND,2001,1
55568.0,Twin Lake Hills LLC,WT,WND,2000,1
55567.0,Winters Spawn LLC,WT,WND,2001,1
55566.0,Autumn Hills LLC,WT,WND,2001,1
55565.0,Jack River LLC,WT,WND,2001,1
55564.0,Jessica Mills LLC,WT,WND,2001,1
55563.0,Julia Hills LLC,WT,WND,2001,1
55562.0,Sun River LLC,WT,WND,2001,1
55561.0,Tsar Nicholas LLC,WT,WND,2001,1
55560.0,FPL Energy Vansycle LLC (WA),WT,WND,2001,176
55558.0,Combined Locks Energy Center,CT,NG,2002,66
55557.0,Wilmington Hydrogen Plant,ST,WH,1996,31
55556.0,Security,IC,LFG,2003,3
55555.0,Conroe,IC,LFG,2003,3
55554.0,Coastal Plains,IC,LFG,2003,4
55552.0,Bluebonnet,IC,LFG,2003,4
55551.0,Baytown,IC,LFG,2003,5
55545.0,Hidalgo Energy Center,CT,NG,2000,550
55544.0,Klamath Expansion Project,GT,NG,2002,116
55542.0,Larkspur Energy Facility,GT,NG,2001,98
55541.0,Indigo Energy Facility,GT,NG,2001,147
55540.0,Chula Vista Energy Center,GT,NG,2001,44
55538.0,Escondido Energy Center,GT,NG,2001,93
55534.0,Water Filter Plant #2,IC,DFO,1992,2
55526.0,Atascosita,IC,LFG,2003,6
55525.0,MMSD South Shore Wastewater,IC,OBG,2000,1
55524.0,York Energy Center,CT,NG,2011,680
55522.0,Sundance,GT,NG,2002,690
55518.0,High Desert Power Plant,CT,NG,2003,852
55517.0,Wallingford Energy,GT,NG,2001,250
55516.0,Fayette Energy Facility,CT,NG,2003,643
55514.0,Apex Generating Station,CT,NG,2003,600
55513.0,CalPeak Power Enterprise Peaker Plant,GT,NG,2001,58
55512.0,Cuyamaca Peak Energy Plant,GT,NG,2002,48
55510.0,CalPeak Power Border Peaker Plant,GT,NG,2001,60
55508.0,CalPeak Power Panoche Peaker Plant,GT,NG,2001,60
55505.0,Frank Knutson,GT,NG,2002,154
55504.0,Limon Generating Station,GT,NG,2002,154
55503.0,"Waterford Power, LLC",CT,NG,2003,921
55502.0,"Lawrenceburg Power, LLC",CT,NG,2004,1232
55501.0,Kiamichi Energy Facility,CT,NG,2003,1366
55499.0,CalPeak Power Vaca Dixon Peaker Plant,GT,NG,2002,60
55496.0,Goose Creek Energy Center,GT,NG,2003,684
55494.0,Tri Center Naniwa Energy,GT,NG,2001,380
55488.0,Blackburn Landfill Co-Generation,IC,LFG,1999,2
55482.0,Goldendale Generating Station,CT,NG,2004,284
55481.0,Mesquite Generating Station Block 2,CT,NG,2003,691
55480.0,Forney Energy Center,CT,NG,2003,1892
55479.0,Wygen 1,ST,SUB,2003,90
55478.0,Lange Gas Turbines,GT,NG,2002,40
55477.0,Neil Simpson Gas Turbine #2,GT,NG,2001,40
55470.0,Green Power 2,CT,NG,2003,861
55467.0,Ouachita,CT,NG,2002,903
55465.0,Amelia Energy Center,CT,NG,9999,900
55464.0,Deer Park Energy Center,CT,NG,2003,1176
55463.0,Redbud Power Plant,CT,NG,2004,1428
55457.0,McClain Energy Facility,CT,NG,2001,550
55455.0,Red Hawk,CT,NG,2002,1138
55453.0,Fountain Valley Power Facility,GT,NG,2001,228
55451.0,Magnolia Power Plant,CT,NG,2003,1002
55447.0,Columbia Energy Center,GT,NG,2001,160
55440.0,Tenaska Central Alabama Generating Stn,CT,NG,2003,927
55439.0,Tenaska Virginia Generating Station,CT,NG,2004,945
55438.0,Elgin Energy Center LLC,GT,NG,2002,540
55433.0,Bayou Cove Peaking Power,GT,NG,2002,416
55429.0,Kentucky Mills,ST,BLQ,2001,88
55419.0,Plaquemine Cogeneration Plant,CT,NG,2004,987
55418.0,Hot Spring Generating Facility,CT,NG,2002,1426
55417.0,Raccoon Creek Energy Center,GT,NG,2002,456
55415.0,Vandolah Power Station,GT,NG,2002,728
55414.0,Shady Hills Generating Station,GT,NG,2002,1058
55412.0,Osprey Energy Center Power Plant,CT,NG,2004,644
55411.0,Hillabee Energy Center,CT,NG,2010,822
55409.0,Calhoun Energy Center,GT,NG,2003,748
55406.0,Effingham County Power Project,CT,NG,2003,595
55405.0,Athens Generating Plant,CT,NG,2003,1323
55404.0,Carville Energy LLC,CT,NG,2003,570
55402.0,Renaissance Power Plant,GT,NG,2002,780
55401.0,Rolling Hills Generating,GT,NG,2003,975
55400.0,Elk Hills Power LLC,CT,NG,2003,623
55397.0,Washington Energy Facility,CT,NG,2002,713
55396.0,Green Power I,WT,WND,1975,16
55395.0,Crossroads Energy Center,GT,NG,2002,304
55393.0,Metcalf Energy Center,CT,NG,2005,635
55392.0,Zion Energy Center,GT,NG,2002,990
55391.0,RockGen Energy Center,GT,NG,2001,561
55390.0,State Farm Insur Support Center Central,IC,DFO,1998,6
55386.0,Columbia Energy Center (SC),CT,NG,2004,668
55385.0,Fairmount Electric Generating,GT,NG,9999,464
55384.0,Harrod Electric Generating Station,GT,NG,9999,564
55382.0,Thomas A Smith Energy Facility,CA,NG,2002,1192
55381.0,Commonwealth Chesapeake,GT,DFO,2000,399
55380.0,Union Power Station,CT,NG,2003,2428
55377.0,Gans,GT,NG,2000,86
55375.0,Astoria Energy,CT,NG,2006,595
55372.0,Harquahala Generating Project,CT,NG,2004,1323
55370.0,"Green Mountain Storage, LLC",BA,MWH,2000,20
55369.0,Hamakua Energy Plant,CT,WO,2000,66
55368.0,Wethersfield Wind Farm,WT,WND,2000,6
55367.0,West Texas Wind Energy LLC,WT,WND,1999,75
55365.0,Exelon LaPorte Generating Station,GT,NG,2001,236
55364.0,Sugar Creek Power,CT,NG,2002,1127
55358.0,Cottonwood Energy Project,CT,NG,2003,1428
55357.0,Jack Fusco Energy Center,CT,NG,2003,1075
55354.0,Shaokatan Hills LLC,WT,WND,1999,11
